name;vendor_code;price_prepaid;warehouse_main;description;media_img
"Компрессор ECO AE-501-4 коаксиальный";AE-501-4;359,25;"10 дней";"Параметры электрической сети: 220 В 50 Гц 1ф, 
Потребляемая мощность: 1.8 кВт, 
Рабочее давление: 0–8 атм, 
Производительность: 260 л/мин, 
Ресивер: 50 л, 
Тип: поршневой, 
Тип смазки: масляный, 
Привод: прямой, 
Количество цилиндров: 1, 
Объем масла: 0,3 л, 
Контроль уровня масла: масляной глазок, 
Количество выxодов: 2 , 
Количество конденсаторов: 1, 
Передвижной: Да, 
Масса нетто: 25,9 кг, 
Масса брутто: 28,5 кг, 
Габариты компрессора: 66 x 37 x 64 см, 
Размеры коробки: 75 x 32 x 61 см , 
Гарантийный срок: 12 месяцев ,
Регулятор давления
2 выхода ( быстросъем и кран с переходником ) -
Воздушный фильтр с поролоновым фильтроэлементом
Манометры с пластиковым корпусом
Колеса с резиновыми накладками
ВНИМАНИЕ!!!
Уровень масла должен быть немного выше верхней границы красной точки на глазке!
Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную
герметичную емкость для целей транспортировки во избежание утечки из
картера в зависимости от условий транспортировки изделия.

Внимание! В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный,
Колесо транспортировочное (2 шт),
Опорная ножка (2 шт),
Комплект крепежа,
Сапун.
AES-18PG   Манометр для компрессора ECO, резьба 18,
AES-14PG   Манометр для компрессора ECO, резьба 14,
AES-414P   Прессостат четырехходовой,
AES-4R   Регулятор давления четырехходовой,
AEF-122M   Фильтр воздушный (бумажн. фильтроэлемент, корпус - металл),
AEF-12P   Фильтр воздушный (бумажн. фильтроэлемент, корпус - пластик),
AB-FMT14   Соединение быстросъемное (латунь),
AS-FMT14   Соединение быстросъемное (сталь),
SGK-5   Набор пневмоинструмента ECO 5-в-1,";https://content.tools.by/images/products/cb-0822614500/g1u/g1uzWcEkkbI25lRl85KgK3Q5qnxXalBBnbBCeJgz.jpg
"Компрессор ECO AE-1005-2 ременной";AE-1005-2;1182,87;"10 дней";"Параметры электрической сети: 380 В~, 50 Гц, 3ф , 
Потребляемая мощность: 3,0 кВт , 
Рабочее давление: 0–8 атм , 
Производительность: 580 л/мин , 
Ресивер: 100 л , 
Тип: поршневой , 
Тип смазки: масляный , 
Привод: ременной , 
Количество цилиндров: 3 (W-образн) , 
Объем масла: 0,75 л , 
Контроль уровня масла: масляной глазок , 
Количество выxодов: 2 , 
Передвижной: Да , 
Масса нетто: 87,8 кг , 
Масса брутто: 99,8 кг , 
Габариты компрессора: 116 x 43 x 83,5 см , 
Размеры коробки: 120 x 49 x 88 см , 
Гарантийный срок: 12 месяцев ,
W-образное расположение поршней способствует улучшенному охлаждению
Лопасти на маховике охлаждают гильзы цилиндров и масляный картер
Увеличенный масляный картер, для лучшей смазки и отвода тепла от поршневой группы
Тепловая защита двигателя
Регулировка давления на выходе
Два манометра
Латунный обратный клапан.
Чугунный коллектор.
Компрессор поставляется заправленный маслом.
Компрессор поршневой клино-ременной, масляный, с 3-цилиндровой W-образной помпой.
Компрессор,
Фильтр воздушный (3 шт),
Колесо транспортировочное (4 шт),
Комплект крепежа.";https://content.tools.by/images/products/cv-4844046726/KIj/KIjHxu4fJJizhwvbgJKP4CAeyQH0L4Wd78fP85hI.jpg
"Компрессор ECO AE-2005-2 ременной";AE-2005-2;1591,35;"10 дней";"Параметры электрической сети: 380 В~, 50 Гц, 3ф, 
Потребляемая мощность: 3,0 кВт, 
Рабочее давление: 0–8 атм, 
Производительность: 580 л/мин, 
Ресивер: 200 л, 
Тип: поршневой, 
Тип смазки: масляный, 
Привод: ременной, 
Количество цилиндров: 3 (W-образн), 
Объем масла: 0,75 л, 
Контроль уровня масла: масляной глазок, 
Количество выxодов: 2, 
Передвижной: Да, 
Масса нетто: 113,4 кг, 
Масса брутто: 136,8 кг, 
Габариты компрессора: 147 x 47,5 x 96 см, 
Гарантийный срок: 12 месяцев,
W-образное расположение поршней способствует улучшенному охлаждению
Лопасти на маховике охлаждают гильзы цилиндров и масляный картер
Увеличенный масляный картер, для лучшей смазки и отвода тепла от поршневой группы
Тепловая защита двигателя
Регулировка давления на выходе
Два манометра
Латунный обратный клапан.
Чугунный коллектор.
Компрессор поставляется заправленный маслом.
Компрессор поршневой клино-ременной, масляный, с 3-цилиндровой W-образной помпой.
Компрессор,
Фильтр воздушный (3 шт),
Колесо транспортировочное (4 шт),
Комплект крепежа.";https://content.tools.by/images/products/cv-3802946076/Z3t/Z3tdTOxG8jD1zAtl54KRBBiDarfvezDlCi87X44D.jpg
"Компрессор ECO AE-25-OF1 безмасляный";AE-25-OF1;384,13;"10 дней";"Тип: поршневой, 
Тип смазки: безмасляный, 
Привод: прямой, 
Ресивер: 24 л, 
Потребляемая мощность: 0,8 кВт, 
Производительность: 140 л/мин, 
Параметры электрической сети: 230 В, 50 Гц, 
Максимальное давление: 0–8 атм, 
Количество цилиндров: 2, 
Количество быстросъёмов: 1, 
Количество конденсаторов: 1, 
Передвижной: Да, 
Масса нетто: 19 кг, 
Масса брутто: 21,3 кг, 
Габариты компрессора: 53 x 32 x 54,5 см, 
Габариты упаковки: 58,2 x 27,5 x 57 см, 
Гарантийный срок: 12 месяцев,
Для использования не требуется заливка масла
Низкий уровень шума
2-цилиндровый
Регулятор давления
Электромагнитный клапан
Манометры с металлическим корпусом
Дополнительная воздушная трубка для уменьшения уровня шума
Воздушный фильтр с бумажным фильтроэлементом
Компрессор,
Фильтр воздушный (1 шт),
Воздушная трубка (1шт),
Колесо транспортировочное (2 шт),
Опорная ножка (1 шт),
Комплект крепежа,";https://content.tools.by/images/products/cb-0015575040/QEI/QEIAjkMvMOptUv8GwSU34j17BarCegkr107Okq34.jpg
"Манометр для компрессора ECO";AES-18GM;9,44;0;"Присоединительная резьба - 1/8"",
Диаметр циферблата - 4см.
Вес нетто: 60 г,
Вес брутто: 63 г.

Подходит к компрессорам с прямым приводом:
ECO AE 251,
ECO AE-251-12,
ECO AE-251-15,
ECO AE-251-18,
ECO AE-251-18HD,
ECO AE 501 установлено 2шт,
ECO AE-501-15,
ECO AE-501-18HD,
ECO AE 502 установлено 2шт,
ECO AE-502-22,
ECO AE-502-22.1,
ECO AE-702-22,

Подходит к компрессорам с ременным приводом:
ECO AE 702 установлено 2шт,
ECO AE-704-22,
ECO AE-1004-22,
ECO AE-1004V-22,
ECO AE-703-22HD,
ECO AE-1000-22HD,";https://content.tools.by/images/products/cb-0031247424/9Pd/9Pd1zVqdg9butaeUayMNOtGWdv5Lp0P09EEgWLy7.jpg
"Фильтр воздушный для компрессора ECO";AEF-12P;6,77;"10 дней";"Присоединительная резьба: 1/2"", 
Фильтроэлемент: бумажный, 
Материал корпуса: полимер, 
Масса нетто: 83 г, 
Масса брутто: 88 г,
Подходит к компрессорам с прямым приводом:
ECO AE 251,
ECO AE-251-12,
ECO AE-251-15,
ECO AE-251-18,
ECO AE-251-4,
ECO AE 401,
ECO AE 501,
ECO AE-501-15,
ECO AE-501-3,
ECO AE 502,
ECO AE-502-22,
ECO AE-502-22.1,
ECO AE-502-3,
ECO AE-702-22,
ECO AE-705-3,
DGM AC-152,
DGM AC-253,

Подходит к компрессорам с ременным приводом:
ECO AE 702,
ECO AE-704-22,
ECO AE-705-B1,
ECO AE-1004-22,
ECO AE-1004V-22,
ECO AE-1005-B1,
ECO AE-1005-B2,
ECO AE-1500-30HD,
DGM AC-2100,
AEF-12PC фильтроэлемент бумажный 1/2"",";https://content.tools.by/images/products/cb-1413708800/BDI/BDIwAEnFAWZUI83LJYVdyDHI9dwGVDalxyDSyJOU.jpg
"Фильтроэлемент бумажный для фильтра воздушного AEF-12P";AEF-12PC;3,67;0;"Диаметр - 64 мм,
Высота - 35 мм,
Вес нетто: 21 г,
Вес брутто: 26 г.

Для замены в фильтрах AEF-12P";https://content.tools.by/images/products/cb-0013033100/uZg/uZgruVEmo2zR4iWiYpiIabzU8n7S7rxwKdWhYlJX.jpg
"Компрессорная голова ECO AEP-22-380";AEP-22-380;278,66;"10 дней";"Производительность: 380 л/мин, 
Максимальное давление: 8 бар, 
Тип: поршневой, 
Тип смазки: масляный, 
Объем масла: 0.4 л, 
Диаметр поршня: 65 мм, 
Количество цилиндров: 2, 
Максимальные обороты вала: 1000 об/мин, 
Диаметр шкива: 254 мм, 
Профиль ремня: A: 
Расстояние между крепежныx отверстий: 90 x 172 мм, 
Резьба воздушного фильтра: 1/2"", 
Требуемые крепежные болты: М8, 
Масса нетто: 13,8 кг, 
Масса брутто: 17,8 кг, 
Гарантийный срок: 12 месяцев,
Компрессорная голова с ременным приводом и шкивом под 1 ремень с профилем A.
Для работы необходим двигатель с мощностью - 2,2 кВт.

Внимание! В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
В комплекте идут два воздушных фильтра.
AEF-12PC фильтроэлемент бумажный,
AEF-12P фильтр воздушный 1/2',
AEF-122M  фильтр воздушный 1/2',";https://content.tools.by/images/products/cb-3555404704/m58/m58BdNpToNG9BA0QPcYQ7MGUFgzIjRxV8K0cDPEL.jpg
"Компрессорная голова ECO AEP-40-600";AEP-40-600;484,23;"10 дней";"Производительность: 600 л/мин, 
Максимальное давление: 10 бар, 
Тип: поршневой, 
Тип смазки: масляный, 
Объем масла: 0.85 л, 
Диаметр поршня: 90 мм, 
Количество цилиндров: 2, 
Максимальные обороты вала: 800 об/мин, 
Резьба выxода: М33 x 1.5, 
Расстояние между крепежныx отверстий: 135 x 260 мм, 
Требуемые крепежные болты: М10, 
Диаметр шкива: 345 мм, 
Профиль ремня: B, 
Масса нетто: 33 кг, 
Масса брутто: 35,5 кг, 
Гарантийный срок: 12 месяцев,
Компрессорная голова с ременным приводом.
Шкив на два ремня с профилем B.
Для работы необходим двигатель с мощностью - 3,3 - 4 кВт.

Внимание! В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
В комплекте идут два воздушных фильтра.";https://content.tools.by/images/products/cb-6027170688/Frb/FrbflVmHGiQzWC6m0wWOzPHVmNJfHUUsjVmZc78K.jpg
"Компрессорная голова ECO AEP-75-900";AEP-75-900;664,45;"5 дней";"Производительность: 900 л/мин, 
Максимальное давление: 10 бар, 
Тип: поршневой, 
Тип смазки: масляный, 
Объем масла: 1.5 л, 
Диаметр поршня: 90 мм, 
Количество цилиндров: 3, 
Максимальные обороты вала: 800 об/мин, 
Резьба выxода: М33 x 1.5, 
Диаметр шкива: 345 мм, 
Профиль ремня: B, 
Расстояние между крепежныx отверстий: 170 x 252 мм, 
Требуемые крепежные болты: М10, 
Масса нетто: 33,7 кг, 
Масса брутто: 41,2 кг, 
Гарантийный срок: 12 месяцев,
Компрессорная голова с ременным приводом.
Шкив на два ремня с профилем B.
Для работы необходим двигатель с мощностью - 7,5 кВт.

Внимание! В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
В комплекте идут три воздушных фильтра.";https://content.tools.by/images/products/cb-0015035517/DSU/DSUItsiyNPRtYmyeONS2yGYu7QC9g4CCTTLUbLLB.jpg
"Манометр для компрессора ЕСО, резьба 1/8""";AES-18PG;9,46;"10 дней";"Присоединительная резьба: 1/8"", 
Диаметр циферблата: 4 см, 
Материал корпуса: металл , 
Давление: 0–12 бар, 
Масса нетто: 57 г, 
Масса брутто: 59 г,";https://content.tools.by/images/products/cb-0006916250/93X/93XkrOhMR0lKzjmsQDaXVEnrQkaBpetErXQjmLFr.jpg
"Манометр для компрессора ЕСО, резьба 1/4""";AES-14PG;9,46;"10 дней";"Присоединительная резьба: 1/4"", 
Диаметр циферблата: 5 см, 
Материал корпуса: металл, 
Давление: 0–12 бар, 
Масса нетто: 69 г, 
Масса брутто: 71 г,";https://content.tools.by/images/products/cb-4486854120/LqB/LqBVaHVN5kLgzviV0XQ1mORfNGPjINx0Ne1eEu4a.jpg
"Фильтр воздушный для компрессора ECO";AEF-122M;7,78;"10 дней";"Присоединительная резьба: 1/2"", 
Масса нетто: 0,15 кг, 
Масса брутто: 0,16 кг,
Фильтр воздушный с металлическим корпусом фильтра и бумажным фильтроэлементом. Присоединительная резьба - 1/2"".

Аналог фильтра AEF-121M. 

Подходит к компрессорам с прямым приводом:
ECO AE 251,
ECO AE-251-12,
ECO AE-251-15,
ECO AE-251-18,
ECO AE-251-4,
ECO AE 401,
ECO AE 501,
ECO AE-501-15,
ECO AE-501-3,
ECO AE 502,
ECO AE-502-22,
ECO AE-502-22.1,
ECO AE-502-3,
ECO AE-702-22,
ECO AE-705-3,
DGM AC-126,
DGM AC-152,
DGM AC-253,

Подходит к компрессорам с ременным приводом:
ECO AE 702,
ECO AE-704-22,
ECO AE-705-B1,
ECO AE-1004-22,
ECO AE-1004V-22,
ECO AE-1005-B1,
ECO AE-1005-B2,
ECO AE-1500-30HD,
DGM AC-2100,
AEF-002M Фильтроэлемент бумажный,";https://content.tools.by/images/products/cb-1244588436/Rjq/RjqzCLYkXC1vFNDZmyFMf3GTmLbKBji6i91Rw3kq.jpg
"Фильтр воздушный для компрессора ECO";AEF-382M;8,30;"10 дней";"Присоединительная резьба: 3/8"", 
Масса нетто: 0,15 кг, 
Масса брутто: 0,16 кг,
Фильтр воздушный с металлическим корпусом фильтра и бумажным фильтроэлементом. Присоединительная резьба — 3/8"".

Подходит к компрессорам с прямым приводом:
ECO AE-251-3
DGM AC-127
DGM AC-153
DGM AC-254
DGM AC-2101
AEF-002M Фильтроэлемент бумажный,";https://content.tools.by/images/products/cv-2390482368/OJc/OJcX68IaW2Vd4MrILHTTWKwAsiCzfXYmHthO5d3Q.jpg
"Компрессор DGM AC-127 коаксиальный";AC-127;298,41;0;"ВНИМАНИЕ!!!
Уровень масла должен быть немного выше верхней границы красной точки на глазке!
---
Преимущества:
- Регулятор давления,
- 1 быстросъемный выход,
- Воздушный фильтр с поролоновым фильтроэлементом,
- Контрольный глазок для проверки уровня масла,
---
Технические характеристики:
Тип: поршневой,
Тип смазки: масляный,
Привод: прямой,
Ресивер: 24 л,
Потребляемая мощность: 1.5 кВт,
Производительность: 235 л/мин,
Объем масла: 0,25 л,
Параметры сети: 220 В ~ 50 Гц,
Максимальное давление: 8 атм,
Количество цилиндров: 1,
Вес нетто: 21 кг,
Вес брутто: 21,7 кг,
Габариты компрессора: 53*34*54 см,
Гарантийный срок: 12 месяцев.
---
Комплектация:
Компрессор,
Фильтр воздушный,
Колесо транспортировочное (2 шт),
Опорная ножка,
Комплект крепежа,
Ёмкость с маслом,
Сапун.
---
Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.

Внимание! В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.";https://content.tools.by/images/products/cb-4922101508/iZm/iZm7LKkwgiPw5Glsex7teHqhtft92QT1QAdcC1oQ.jpg
"Компрессор DGM AC-153 коаксиальный";AC-153;394,13;0;"ВНИМАНИЕ!!!
Уровень масла должен быть немного выше верхней границы красной точки на глазке!
---
Преимущества:
- Надежный индукционный бесщеточный двигатель,
- Регулятор давления,
- 2 быстросъемных выхода,
- Воздушный фильтр с поролоновым фильтроэлементом,
- Контрольный глазок для проверки уровня масла,
---
Технические характеристики:
Напряжение/частота: 220В/50Гц,
Мощность: 1,8 кВт,
Производительность: 260 л/мин,
Объем масла: 0,3 л,
Объём ресивера: 50 л,
Рабочее давление: 8 атм,
Двигатель: 2850 об/мин.,
Вес нетто: 29 кг,
Вес брутто: 31,7 кг,
Габариты компрессора: 67*39*62 см, 
Гарантийный срок: 12 месяцев,
---
Комплектация:
Компрессор,
Фильтр воздушный,
Колесо транспортировочное (2 шт),
Опорная ножка (2 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун.
---
Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.

Внимание! В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.";https://content.tools.by/images/products/cb-0308071540/qhY/qhYFo2fHcnF0iYZ7qs1060vShAT6x7MKCAYP3Xat.jpg
"Компрессор DGM AC-254 коаксиальный";AC-254;533,32;"10 дней";"Тип: поршневой, 
Тип смазки: масляный, 
Привод: прямой, 
Ресивер: 50 л, 
Потребляемая мощность: 2.2 кВт, 
Производительность: 440 л/мин, 
Объем масла: 0,4 л, 
Параметры электрической сети: 230 В, 50 Гц, 
Максимальное давление: 8 атм, 
Количество цилиндров: 2, 
Количество выходов: 2 (быстросъем), 
Контроль уровня масла: масляной глазок, 
Передвижной: Да, 
Масса нетто: 40 кг, 
Масса брутто: 42,3 кг, 
Габариты компрессора: 69 x 44 x 70 см, 
Габариты упаковки: 73 x 41 x 70.5 см,
Гарантийный срок: 12 месяцев,
2-цилиндровый
Регулятор давления
Клапан облегчения запуска компрессора
2 быстросъемных выхода
Воздушный фильтр с поролоновым фильтроэлементом
Контрольный глазок для проверки уровня масла
ВНИМАНИЕ!!!
Уровень масла должен быть немного выше верхней границы красной точки на глазке!
Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.

Внимание! В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный (2 шт),
Колесо транспортировочное (2 шт),
Опорная ножка (2 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун.";https://content.tools.by/images/products/cb-0310140350/dsN/dsNusG6wmZ6E1I7Eb4FM2o9MS7PYzfrjFYviIHwz.jpg
"Компрессор DGM AC-2101 коаксиальный";AC-2101;727,81;"10 дней";"Тип: поршневой, 
Тип смазки: масляный, 
Привод: прямой, 
Ресивер: 100 л, 
Потребляемая мощность: 2.2 кВт, 
Производительность: 440 л/мин, 
Объем масла: 0,4 л, 
Параметры электрической сети: 230 В, 50 Гц, 
Максимальное давление: 0–8 атм, 
Количество цилиндров: 2, 
Количество быстросъёмов: 2, 
Количество конденсаторов: 1, 
Контроль уровня масла: масляной глазок, 
Передвижной: Да, 
Масса нетто: 49,4 кг, 
Масса брутто: 56,8 кг, 
Габариты компрессора: 75 x 48 x 78,5 см, 
Габариты коробки: 86 x 44,5 x 78,5 см, 
Гарантийный срок: 12 месяцев,
2-цилиндровый  
Регулятор давления  
Клапан облегчения запуска компрессора  
2 быстросъемных выхода  
Воздушный фильтр с поролоновым фильтроэлементом  
Контрольный глазок для проверки уровня масла
ВНИМАНИЕ!!!
Уровень масла должен быть немного выше верхней границы красной точки на глазке!
Особенности:
- 2-цилиндровый,
- Регулятор давления,
- Клапан облегчения запуска компрессора,
- 2 быстросъемных выхода,
- Воздушный фильтр с поролоновым фильтроэлементом,
- Контрольный глазок для проверки уровня масла,
Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.

Внимание! В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный (2 шт),
Колесо транспортировочное (2 шт),
Опорная ножка (2 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун.";https://content.tools.by/images/products/cb-2796355324/ff7/ff7ALA8KJfpmhqtA7K29ELm3t90KbBtDv6tBIRaF.jpg
"Регулятор давления семиходовой для компрессора ECO";AES-7R;16,58;"10 дней";"Резьба для подключения быстросъемного соединения: 14 (мама),
Резьба для подключения манометра: 18 (мама),
Резьба для подключения прессостата: 14 (папа),
Резьба для подключения к рессиверу: 12 (папа),
Вес нетто: 0,2 кг,
Вес брутто: 0,25 кг.

Подходит к компрессорам с прямым приводом:
ECO AE 501,
ECO AE 502,

Подходит к компрессорам с ременным приводом:
ECO AE 702,";https://content.tools.by/images/products/cb-0057494056/ojl/ojlugP4l3KnDy9Qw06bAp9JxfVAk6N79EHrqcMQ9.jpg
"Регулятор давления четырехходовой для компрессора ECO";AES-4R;10,08;"10 дней";"Размеры резьб: 1/4"" (мама), 
Масса нетто: 101 г, 
Масса брутто: 105 г,
Подходит к компрессорам с прямым приводом:
ECO AE-251-3,
ECO AE-251-4,
ECO AE-251-12,
ECO AE-251-15,
ECO AE-251-18,
ECO AE-251-18HD,
ECO AE-501-3,
ECO AE-501-4,
ECO AE-501-15,
ECO AE-501-18HD,
ECO AE-502-3,
ECO AE-502-22,
ECO AE-502-22.1,
ECO AE-702-22,
ECO AE-705-3,
ECO AE-1005-3,

Подходит к компрессорам с ременным приводом:
ECO AE-704-22,
ECO AE-1004-22,
ECO AE-1004V-22,
ECO AE-703-22HD,
ECO AE-1000-22HD,
HDC HD-A051,
HDC HD-A071,
HDC HD-A101,

Подходит к безмасляным компрессорам:
ECO AE-10-OF1,
ECO AE-25-OF1,
ECO AE-50-OF1,

и к другим аналогичным моделям";https://content.tools.by/images/products/cb-5942794752/YUX/YUX47haG7h5fYhVjJ0WTIwTBcu7kbWD6OwHBTjKd.jpg
"Прессостат одноходовой для компрессора ECO";AES-114P;20,91;"10 дней";"Присоединительная резьба: 1/4"", 
Давление включения: 6 бар, 
Давление отключения: 8 бар, 
Номинальный ток: 10 А, 
Номинальное напряжение: 1ф 230 В, 
Класс защиты: IP30, 
Масса нетто: 0,35 кг, 
Масса брутто: 0,36 кг.
Подходит к компрессорам с прямым приводом:
ECO AE 501,
ECO AE 502,

Подходит к компрессорам с ременным приводом:
ECO AE 702,";https://content.tools.by/images/products/cb-0022825365/vlP/vlPmzJgt07uYPGoMYh8spjGY8QBaamz4VneJf8bE.jpg
"Прессостат четырехходовой для компрессора ECO";AES-414P;20,91;"3 дня";"Присоединительная резьба: 1/4"", 
Давление включения: 6 бар, 
Давление отключения: 8 бар, 
Номинальный ток: 10 А, 
Номинальное напряжение: 1ф 230 В, 
Класс защиты: IP30, 
Масса нетто: 0,35 кг, 
Масса брутто: 0,36 кг.
Подходит к компрессорам с прямым приводом:
ECO AE-251-3,
ECO AE-251-4,
ECO AE-251-12,
ECO AE-251-15,
ECO AE-251-18,
ECO AE-251-18HD,
ECO AE-501-3,
ECO AE-501-4,
ECO AE-501-15,
ECO AE-501-18HD,
ECO AE-502-3,
ECO AE-502-22,
ECO AE-502-22.1,
ECO AE-702-22,
ECO AE-705-3,
ECO AE-1005-3,
и к другим аналогичным моделям

Подходит к компрессорам с ременным приводом:
ECO AE-704-22,
ECO AE-1004-22,
ECO AE-1004V-22,
ECO AE-703-22HD,
ECO AE-1000-22HD,
HDC HD-A051,
HDC HD-A071,
HDC HD-A101,
и к другим аналогичным моделям

Подходит к безмасляным компрессорам:
ECO AE-10-OF1,
ECO AE-25-OF1,
ECO AE-50-OF1,";https://content.tools.by/images/products/cb-0103821592/vGS/vGSYHm1ZF525sWj03bejHA2EI9euYjkVd3Fc0Nrp.jpg
"Компрессор ECO AE-10-OF1 безмасляный";AE-10-OF1;294,07;"4 дня";"Тип: поршневой, 
Тип смазки: безмасляный, 
Привод: прямой, 
Ресивер: 10 л, 
Потребляемая мощность: 0,7 кВт, 
Производительность: 120 л/мин, 
Параметры электрической сети: 230 В, 50 Гц, 
Максимальное давление: 0–8 атм, 
Количество цилиндров: 2, 
Количество быстросъёмов: 1, 
Количество конденсаторов: 1, 
Передвижной: Да, 
Масса нетто: 14 кг, 
Масса брутто: 15,3 кг, 
Габариты компрессора: 46,5 x 20,5 x 46,5 см, 
Габариты упаковки: 49 x 21 x 49 см, 
Гарантийный срок: 12 месяцев,
Компактный и удобный для переноски
Для использования не требуется заливка масла
Низкий уровень шума
2-цилиндровый
Регулятор давления
Электромагнитный клапан
Манометры с металлическим корпусом
-Дополнительная воздушная трубка для уменьшения уровня шума
Воздушный фильтр с бумажным фильтроэлементом
Компрессор,
Фильтр воздушный (1 шт),
Воздушная трубка (1шт),";https://content.tools.by/images/products/cv-2257750656/pci/pcizBxCfQEMl7Di3X06HbFVrmbtXoOobFO3RK2y7.jpg
"Компрессор HDC HD-A051 ременной";HD-A051;902,79;"10 дней";"Параметры электрической сети: 230 В~, 50 Гц, 1ф , 
Потребляемая мощность: 2,2 кВт , 
Рабочее давление: 0–10 атм , 
Производительность: 396 л/мин , 
Ресивер: 50 л , 
Тип: поршневой , 
Тип смазки: масляный , 
Привод: ременной , 
Количество цилиндров: 2 (рядный) , 
Объем масла: 0,85 л , 
Контроль уровня масла: масляной глазок , 
Количество выxодов: 2 быстросъема , 
Количество конденсаторов: , 
Передвижной: Да , 
Масса нетто: 52,5 кг , 
Масса брутто: 56 кг , 
Размеры коробки: 81 x 38 x 71 см , 
Гарантийный срок: 12 месяцев ,
2-цилиндровая рядная голова - равномерное охлаждение, меньше вибраций
Дополнительный теплоотвод на выходе головы
Внимание! Режим работы - повторно-кратковременный. 
Продолжительность одного цикла от 6 до 10 минут, с последующим перерывом до 10 минут. Допускается непрерывная работа электродвигателя компрессора не более 15 минут, но не чаще одного раза в течение двух часов.
Компрессор
Фильтр воздушный
Колесо транспортировочное (2 шт)
Опорная ножка (2 шт)
Комплект крепежа
AES-18PG   Манометр для компрессора ECO, резьба 18,
AES-14PG   Манометр для компрессора ECO, резьба 14,
AES-414P   Прессостат четырехходовой,
AES-4R   Регулятор давления четырехходовой,
AB-FMT14   Соединение быстросъемное (латунь),
AS-FMT14   Соединение быстросъемное (сталь),";https://content.tools.by/images/products/cv-6332872716/I6M/I6MTAWUDBx9cQgCvJokZjbjhqWDCyw7TlLOECaXB.jpg
